"","Time","Phase","GFO","Movement","pitch2","yaw2","V2","V2a"
"1",184.93,1,"B5",NA,2.4230182,0.2159789,97.2076439,-1955.9876156
"2",184.9521,1,"B5",NA,2.382019,0.3626746,8.16542464992243,-1956.8572462
"3",184.9738,1,"B5",NA,2.3009387,0.5075035,7.01870883775437,-45.3210883589233
"4",184.9961,1,"B5",NA,2.1977022,0.6082414,6.17581053710009,-60.3276382368446
"5",185.0187,1,"B5",NA,2.105801,0.7022609,4.30323902847261,-47.9621760800374
"6",185.0405,1,"B5",NA,1.9880241,0.7452536,4.0183739428921,-19.4591480607927
"7",185.0624,1,"B5",NA,1.8987041,0.7806451,3.45223506398609,-30.4197401080195
"8",185.0848,1,"B5",NA,1.8314658,0.8205192,2.66849513123348,-17.5556232167891
"9",185.1069,1,"B5",NA,1.7723002,0.8493847,2.66578000084734,-42.0012419830797
"10",185.1184,1,"B5",NA,1.7575823,0.8685167,1.7011642858889,-48.9221533683667
"11",185.1407,1,"B5",NA,1.7350719,0.8890687,1.38975193640322,-4.17445910929701
"12",185.163,1,"B5",NA,1.7366251,0.9113438,1.51498340961424,-18.1484629256317
"13",185.1743,1,"B5",NA,1.7480409,0.9275534,1.04137004672084,-32.5280671398297
"14",185.1967,1,"B5",NA,1.7564063,0.9327522,0.522956827248724,-7.38382653950219
"15",185.219,1,"B5",NA,1.7578219,0.9423113,0.709737038329156,22.5246408361887
"16",185.2412,1,"B5",NA,1.7403277,0.9268311,1.52388845979733,85.3859399133209
"17",185.2525,1,"B5",NA,1.7306263,0.9108862,3.03920029361431,72.7580636254262
"18",185.2637,1,"B5",NA,1.7216048,0.8758286,3.16707892424497,2.77016387133932
"19",185.286,1,"B5",NA,1.7041344,0.8269142,3.0360127451332,15.9561945127044
"20",185.3081,1,"B5",NA,1.6954986,0.7684245,3.87116724027928,24.882867710407
"21",185.3301,1,"B5",NA,1.6935191,0.6895997,4.13463790400685,14.9895037899739
"22",185.3524,1,"B5",NA,1.6940636,0.6157212,4.53610632753393,29.7426043990659
"23",185.3744,1,"B5",NA,1.6958833,0.5261293,5.44871341806247,36.9989548115736
"24",185.3969,1,"B5",NA,1.6725788,0.4175565,6.18031822381563,11.142273785838
"25",185.4191,1,"B5",NA,1.6726948,0.3009963,5.95318510489642,-10.0770829720481
"26",185.4408,1,"B5",NA,1.6876715,0.1988666,5.7378572120422,-22.5449228367634
"27",185.4521,1,"B5",NA,1.7029273,0.1451802,5.34047122732523,-68.760407516407
"28",185.4741,1,"B5",NA,1.7154808,0.0558582,3.08868512525632,-43.5638573472697
"29",185.4963,1,"B5",NA,1.7388942,0.023248,3.4267067438534,63.0482734380832
"30",185.5079,1,"B5",NA,1.7436746,0.06463,4.71280277880215,44.1652748925077
"31",185.5297,1,"B5",NA,1.7476187,0.1545679,4.22143518119815,-34.771924677725
"32",185.5521,1,"B5",NA,1.7451921,0.2228873,3.16854443207335,-43.3135917854693
"33",185.5741,1,"B5",NA,1.7416457,0.2739929,2.29683552211754,-12.2964139784666
"34",185.5856,1,"B5",NA,1.7403322,0.2924121,2.46968402172643,14.0749323012285
"35",185.6079,1,"B5",NA,1.745263,0.3449784,2.76225021616348,0.0813455920896216
"36",185.6301,1,"B5",NA,1.7552842,0.394535,2.47460772204412,-5.66350508130778
"37",185.6525,1,"B5",NA,1.7698388,0.4368534,2.51111656234183,-11.5535745985444
"38",185.6745,1,"B5",NA,1.7773137,0.4839021,1.96690238328513,-2.08802269711785
"39",185.6858,1,"B5",NA,1.7928543,0.4980322,2.19924126230052,1.57398243711509
"40",185.708,1,"B5",NA,1.815696,0.5379001,1.8126727095758,-24.1135125292154
"41",185.7298,1,"B5",NA,1.8210224,0.56188,1.14092691687817,-28.4979646164494
"42",185.7415,1,"B5",NA,1.8106494,0.5714359,0.834598662952472,1020.12262117046
"43",185.77,1,"B5",NA,1.7748738,0.5807817,59.7277722779669,409.014655753973
"44",185.7841,1,"B5",NA,1.7468952,-0.5972792,42.1253628344069,-1694.51863889848
"45",185.8025,1,"B5",NA,1.6686063,-0.6060842,2.73759704786674,-280.401839013409
"46",185.8241,1,"B5",NA,1.653586,-0.5878547,36.862049612704,553.532411939423
"47",185.8465,1,"B5",NA,1.6991774,0.5625547,26.2719804892023,-1342.7998205102
"48",185.8579,1,"B5",NA,1.7082222,0.5533161,1.04573333190244,-1091.70900826152
"49",185.8802,1,"B5",NA,1.7771132,0.5382203,1.70159152899533,-5.61322835164421
"50",185.8916,1,"B5",NA,1.7986715,0.5401598,1.23832815366006,-34.6952898420684
"51",185.9137,1,"B5",NA,1.8191853,0.5491913,0.602877096579517,-7.18924617457739
"52",185.9359,1,"B5",NA,1.8395489,0.5521982,0.922000967658632,26.5075166183433
"53",185.9471,1,"B5",NA,1.8424479,0.5594587,1.35476990945527,-4.50278188182308
"54",185.9586,1,"B5",NA,1.8428923,0.5758158,0.806844959150867,820.672000454526
"55",185.9804,1,"B5",NA,1.8500098,0.5787571,37.6268193021776,609.924474789614
"56",186.0028,1,"B5",NA,1.8536301,-0.6076042,27.1180676404886,-841.864252826254
"57",186.0246,1,"B5",NA,1.863513,-0.6272325,0.64005345945981,-615.560243939943
"58",186.0469,1,"B5",NA,1.8664808,-0.6315221,0.271374664020706,8.59508833106672
"59",186.0691,1,"B5",NA,1.8944825,-0.626674,1.0200221132181,6.15605037177696
"60",186.0908,1,"B5",NA,1.8767251,-0.6150133,0.555408679191527,-3.5635066893218
"61",186.1133,1,"B5",NA,1.867007,-0.6171109,0.876792918061246,10.4064780701714
"62",186.136,1,"B5",NA,1.8308879,-0.596056,1.02500603478738,-29.1369050368106
"63",186.1472,1,"B5",NA,1.8262415,-0.5944067,0.299212185428148,-10.7778905015106
"64",186.1701,1,"B5",NA,1.8095963,-0.5918449,1.28957401030892,22.6769378918659
"65",186.1815,1,"B5",NA,1.8043213,-0.6067072,1.313589643866,-32.2334263446768
"66",186.1929,1,"B5",NA,1.8013407,-0.6167334,0.554651889649709,-11.7831144509838
"67",186.2045,1,"B5",NA,1.7954165,-0.6183064,1.05353608604441,13.2576687673257
"68",186.2271,1,"B5",NA,1.7833613,-0.6435345,0.680818676522807,-9.4166745126227
"69",186.2499,1,"B5",NA,1.7591851,-0.6415281,0.627434112423706,-4.4003033047854
"70",186.2728,1,"B5",NA,1.7451969,-0.6446187,0.479518927988704,1.39587909036297
"71",186.295,1,"B5",NA,1.7201404,-0.639384,0.684889719184124,1.65654702790483
"72",186.3066,1,"B5",NA,1.7075748,-0.6411618,0.616010746363536,11.7499427834055
"73",186.3179,1,"B5",NA,1.6905268,-0.6422644,0.948657073343805,9.93924908723532
"74",186.3404,1,"B5",NA,1.6869001,-0.6361313,0.733574401114519,0.875232026861477
"75",186.3518,1,"B5",NA,1.6954408,-0.6268573,0.862504911923332,0.940383936610483
"76",186.3737,1,"B5",NA,1.6893576,-0.6172704,0.656011431266821,26.3448232176022
"77",186.385,1,"B5",NA,1.6747813,-0.6109295,1.35795130043147,17.8130655346216
"78",186.4075,1,"B5",NA,1.6942568,-0.6317587,0.761871368406358,-19.3512724082998
"79",186.4297,1,"B5",NA,1.7008595,-0.6357832,0.490807073075774,-2.08561297474562
"80",186.452,1,"B5",NA,1.6833051,-0.6457694,0.670074040072065,4.20950909520579
"81",186.4742,1,"B5",NA,1.6742476,-0.65259,0.678513164647299,30.4966080699207
"82",186.4963,1,"B5",NA,1.706796,-0.639365,2.0180621308369,58.4287610041371
"83",186.5076,1,"B5",NA,1.7295313,-0.6198174,2.65362437758745,1617.4905467794
"84",186.5189,1,"B5",NA,1.7402119,-0.5986123,38.5733484880696,1351.9085069209
"85",186.5405,1,"B5",NA,1.7538495,0.5475963,28.3150844130646,-798.246093429585
"86",186.5627,1,"B5",NA,1.7803113,0.4916934,3.41617371965637,-560.902993363531
"87",186.5848,1,"B5",NA,1.8368345,0.4284611,3.41101485102302,-22.0961965317883
"88",186.6072,1,"B5",NA,1.8712045,0.3811914,2.426334144923,-40.0069564510033
"89",186.6292,1,"B5",NA,1.8861449,0.3462899,1.63312518314148,-29.9039133616764
"90",186.6517,1,"B5",NA,1.9193223,0.3217795,1.09868552005182,-21.6578515134939
"91",186.6741,1,"B5",NA,1.9357968,0.3160129,0.660478147945169,-0.135151436179447
"92",186.6962,1,"B5",NA,1.9661434,0.3244786,1.08684297783892,-6.23594605843376
"93",186.7076,1,"B5",NA,1.9773705,0.3305091,0.72472860857558,6.41918115561017
"94",186.7188,1,"B5",NA,1.9811691,0.3331348,1.22427975205186,35.262685037696
"95",186.7406,1,"B5",NA,1.9576588,0.3645236,1.78939220114144,2.45307993321613
"96",186.7629,1,"B5",NA,1.9354234,0.3925888,1.32072582236973,-1.05221613625259
"97",186.7849,1,"B5",NA,1.9223883,0.4087021,1.73678976228373,-11.9182476685239
"98",186.7962,1,"B5",NA,1.9125529,0.4289296,1.25373179583712,-27.3826101283651
"99",186.8181,1,"B5",NA,1.8825794,0.4369361,0.990565460283506,27.0895350486755
"100",186.8297,1,"B5",NA,1.8582628,0.4415663,1.75843671416374,34.5312186606095
"101",186.8514,1,"B5",NA,1.798351,0.4627866,1.82064279289812,-12.4260269497175
"102",186.8734,1,"B5",NA,1.7489516,0.4738675,1.21083153650454,-9.34592448804583
"103",186.8955,1,"B5",NA,1.7050799,0.4719854,1.41032479987393,25.1570755397685
"104",186.9067,1,"B5",NA,1.6770204,0.4785878,1.87274263360567,21.6815616035092
"105",186.9289,1,"B5",NA,1.6178123,0.4969817,1.91882576265483,-11.3966705763438
"106",186.9404,1,"B5",NA,1.5990057,0.5054784,1.6328304482245,-20.6603412917777
"107",186.9625,1,"B5",NA,1.5660221,0.5284681,1.2692517499892,-19.0185792913097
"108",186.9851,1,"B5",NA,1.565477,0.5399625,0.781416426661278,6.31243062929794
"109",187.0072,1,"B5",NA,1.5658976,0.5234969,1.53746836691753,22.6193733682313
"110",187.0186,1,"B5",NA,1.5348951,0.5047176,1.66319043632329,1.76787830725023
"111",187.0406,1,"B5",NA,1.4837823,0.5024331,1.49835554439203,1.70558518057696
"112",187.0628,1,"B5",NA,1.4212887,0.5129676,1.7404169173583,-6.5339340390481
