"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",52.10974,1.909895,1.837774,-2.154275,-0.5718972,0.814297,0.03353736,-0.09343069,292.3133,210.1194,154.8287,"Calibration","B5",NA,-0.0557284,-0.0177387,-0.9823098,-1.0328812,0.0629467,NA,NA,0.1108795,-0.0189782,-0.9820554,-1.100115,0.098358,NA,NA
"2",52.12976,1.910231,1.837846,-2.154322,-0.5713335,0.8146954,0.03354991,-0.0934029,292.3831,210.022,154.9233,"Calibration","B5",NA,-0.0558055,-0.0190958,-0.9822801,-1.1119126,0.0675324,4.6589603,NA,0.1107084,-0.0203299,-0.9820477,-1.1784806,0.0885515,4.5139821,NA
"3",52.15199,1.909428,1.83742,-2.155564,-0.5711004,0.8148783,0.0332389,-0.09334273,292.3995,209.9237,155.0425,"Calibration","B5",NA,-0.0562814,-0.0196477,-0.9822419,-1.1440558,0.0953287,2.5880534,-42.083185,0.1109237,-0.020902,-0.9820114,-1.2116476,0.1011961,2.4465714,-39.9668226
"4",52.17406,1.909197,1.837211,-2.156179,-0.5709031,0.8149995,0.03310166,-0.09354039,292.4251,209.9182,155.0759,"Calibration","B5",NA,-0.0567701,-0.0200526,-0.9822056,-1.167634,0.1238594,2.7865032,31.4789252,0.111358,-0.0213945,-0.9819516,-1.2402012,0.126605,2.7349664,32.8451468
"5",52.19627,1.909265,1.837205,-2.156435,-0.570507,0.815293,0.03304444,-0.0934194,292.469,209.8168,155.1724,"Calibration","B5",NA,-0.0568119,-0.0210298,-0.9821828,-1.2245444,0.1263668,3.9850884,35.6133164,0.1111526,-0.0223418,-0.9819538,-1.2951251,0.1147559,3.9037234,37.611259
"6",52.21894,1.909327,1.837144,-2.156959,-0.5700551,0.8156195,0.03296204,-0.0933571,292.5206,209.7171,155.2742,"Calibration","B5",NA,-0.0569733,-0.0221213,-0.9821494,-1.2881084,0.1358615,4.3763866,-104.7089978,0.1110591,-0.023425,-0.9819391,-1.357926,0.1094658,4.4160543,-72.2898738
"7",52.23026,1.909294,1.837158,-2.157366,-0.5700341,0.8156611,0.03295503,-0.09312369,292.5162,209.6574,155.3152,"Calibration","B5",NA,-0.0567209,-0.0222378,-0.9821614,-1.294898,0.1211489,1.8103847,-79.9346684,0.1106915,-0.0234621,-0.9819797,-1.3600802,0.0880233,2.5235851,-31.5281585
"8",52.25209,1.909616,1.837121,-2.157645,-0.5700451,0.815729,0.03282069,-0.09250759,292.4921,209.4933,155.4393,"Calibration","B5",NA,-0.0562225,-0.0223776,-0.9821869,-1.3030384,0.0920861,3.2688312,43.2053239,0.1098657,-0.0234023,-0.9820739,-1.3566114,0.0398337,4.7965889,25.6230113
"9",52.26361,1.90976,1.837158,-2.157742,-0.5700009,0.815799,0.03284678,-0.09215229,292.4882,209.4058,155.4952,"Calibration","B5",NA,-0.0557828,-0.0225859,-0.9822072,-1.3151694,0.0664515,3.494639,40.2751169,0.1092596,-0.023485,-0.9821396,-1.3614076,0.0044851,4.1874468,-2.6055089
"10",52.28532,1.909625,1.836917,-2.158516,-0.5697407,0.8160418,0.03302098,-0.09154765,292.5092,209.2467,155.59,"Calibration","B5",NA,-0.0548706,-0.0233904,-0.9822397,-1.3620234,0.0133028,4.8178388,22.5185408,0.1080425,-0.024063,-0.9822602,-1.3949186,0.0664245,5.2222735,11.9423431
